id_pedido,cif_empresa,id_producto,nombre_producto,destino,provincia,cantidad,fecha_pedido,fecha_caducidad,fecha_entrega_estimada,estado,fecha_entregado
1505328,H18396758,11,"Manzanas rojas (6 unidades, aprox. 1kg)","41.81271, -2.725645",Girona,665,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2848028,A98765432,19,Patatas para cocinar (1kg),"42.808841, -2.806054",Álava,731,2024-12-16,2024-12-24,2024-12-21,En fabricación,
8404093,C70723988,14,Espinacas frescas en bolsa 300gr,"43.232124, -2.888324",Bizkaia,934,2024-12-16,2024-12-19,2024-12-16,En fabricación,
5190676,B21493152,5,Mantequilla 100gr,"40.620066, -3.28023",Guadalajara,551,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7982654,F98765432,15,Lechuga romana 1 unidad,"40.664648, -4.682038",Ávila,572,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4181507,B31135513,13,Fresas frescas (caja de 250gr),"37.932005, -1.195947",Murcia,551,2024-12-16,2024-12-18,2024-12-15,En fabricación,
2916663,H50034039,2,Huevos frescos (4 unidades),"38.031997, -4.058837",Jaén,721,2024-12-16,2025-01-13,2025-01-10,En fabricación,
4074689,F37396914,17,Cebollas amarillas (aprox. 1kg),"42.581727, 1.519813",Ordino,742,2024-12-16,2024-12-20,2024-12-17,En fabricación,
7247223,A46715217,12,"Plátanos maduros (6 unidades, aprox. 1kg)","41.53178, -8.2422746",Braga,947,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2251845,H50034039,12,"Plátanos maduros (6 unidades, aprox. 1kg)","38.031997, -4.058837",Jaén,648,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9464978,L11840211,19,Patatas para cocinar (1kg),"41.275076, 1.513732",Tarragona,797,2024-12-16,2024-12-24,2024-12-21,En fabricación,
6635042,F34181536,20,Pan fresco de hogaza (500gr),"41.830116, 0.216181",Huesca,642,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9781035,A46715217,1,Leche entera 500ml,"41.53178, -8.2422746",Braga,731,2024-12-16,2024-12-22,2024-12-19,En fabricación,
7365370,B70158087,16,Tomates maduros (aprox. 1kg),"40.190739, -8.517509",Coimbra,691,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1259350,E62924835,6,Carne de ternera picada 500gr,"37.269298, -5.994452",Sevilla,841,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1160153,H25832898,19,Patatas para cocinar (1kg),"42.508834, 1.532288",Escaldes-Engordany,976,2024-12-16,2024-12-24,2024-12-21,En fabricación,
